spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0038_depth25,0.0,0.0,0.30612916861616285,0.12636109402148435,0.0,0.0016903108594147585,0.0,0.004678409545253304,0.36600799805899065,0.0,0.0,0.0,0.0
mix_0039_depth100,0.0,0.0,0.5101730568718271,0.0,0.0,0.0,0.0,0.08919223666867214,0.2515001819457508,0.018782242475122394,0.0,0.0,0.0
mix_0039_depth25,0.0,0.0,0.4849426368504735,0.0,0.0,0.0,0.0,0.08887898972851352,0.2532472389440689,0.05483856340692808,0.0,0.0,0.0
mix_0040_depth100,0.0,0.0,0.33628681456299325,0.18524773309917741,0.0,0.015122352609566535,0.0,0.0,0.28036731415766186,0.0,0.0,0.0,0.0
mix_0040_depth25,0.0,0.0,0.3186991600920472,0.15882809606235807,0.0,0.013212412368472546,0.0,0.0,0.3211425274789098,0.0,0.0,0.0,0.0
mix_0041_depth100,0.0,0.0,0.4033816395364656,0.031684052908230655,0.0,0.0188706714875957,0.0,0.0,0.34058861881020236,0.0,0.0,0.0,0.0
mix_0041_depth25,0.0,0.0,0.3959729956628119,0.009769942079510064,0.0,0.012645750209302588,0.0,0.0,0.37809168709985885,0.0,0.0,0.0,0.0
mix_0042_depth100,0.0,0.0,0.10174440554064437,0.3026130845241769,0.0,0.005148948957764849,0.0,0.0,0.37805107551489703,0.0,0.0,0.0,0.0
mix_0042_depth25,0.0,0.0,0.1073029246279534,0.2526814435259269,0.0,0.014856669756974927,0.0,0.0,0.3578571032009895,0.0,0.0,0.04088813915114731,0.0
mix_0043_depth100,0.0,0.009162932082783692,0.1973481786462012,0.0,0.0,0.009321866473107508,0.0,0.06439481925592881,0.42452645981528137,0.19012191023962466,0.0,0.0,0.0
mix_0043_depth25,0.015261842013593633,0.057205875426734144,0.1587060334685475,0.0,0.0,0.0,0.036541248802511604,0.040870557275540884,0.4296645251597367,0.14683031379831052,0.0,0.0,0.0
mix_0044_depth100,0.0,0.07975900281846122,0.37203048477635026,0.0,0.07832696033793828,0.017220680513418202,0.0,0.09628266483729375,0.26839204526407107,0.0,0.0,0.0,0.0
mix_0044_depth25,0.0,0.0841309693432411,0.43892725355258977,0.0,0.14640366341810007,0.0,0.0,0.089517849042993,0.1767654729121358,0.0,0.0,0.0,0.0
mix_0045_depth100,0.0,0.0,0.3562200123768231,0.0,0.0,0.02771597892253927,0.0,0.0719738096088107,0.45104500071747766,0.0,0.0,0.0,0.0
mix_0045_depth25,0.0,0.0,0.3181479101264771,0.0,0.0,0.05348092632010563,0.0,0.04616549337664476,0.4644853331037055,0.0,0.0,0.0,0.0
mix_0046_depth100,0.0,0.0,0.32093699821202365,0.04071514694210803,0.0,0.04703707729721863,0.0,0.0,0.3894307864673799,0.0,0.0,0.0,0.0
mix_0046_depth25,0.0,0.0,0.29416590293671696,0.05253489002882594,0.0,0.054545948180433575,0.0,0.0,0.3980168727726835,0.0,0.0,0.0,0.0
mix_0047_depth100,0.0,0.0,0.2774226416439933,0.0,0.0,0.274422268243693,0.0,0.0192035963560329,0.243036822113499,0.021408082557802695,0.0,0.0,0.0
