donor_id,reference_label,review_group,EPCAM,KRT8,KRT18,KRT19,CD3D,CD3E,TRAC,CD8A,CD8B,COL1A1,COL1A2,DCN,LUM,RGS5,CSPG4,MCAM,PECAM1,VWF
CID4535,Cycling T-cells,flagged,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CID4535,Cycling T-cells,other,0.1111111111111111,0.1111111111111111,0.3888888888888889,0.6111111111111112,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.16666666666666666,0.0
CID4535,Endothelial,flagged,0.0,0.16666666666666666,0.3888888888888889,0.7222222222222222,0.05555555555555555,0.0,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.5555555555555556,0.6111111111111112
CID4535,Endothelial,other,0.1691542288557214,0.23880597014925373,0.30845771144278605,0.7860696517412935,0.004975124378109453,0.004975124378109453,0.014925373134328358,0.0,0.004975124378109453,0.024875621890547265,0.009950248756218905,0.0,0.014925373134328358,0.07960199004975124,0.014925373134328358,0.22885572139303484,0.9154228855721394,0.572139303482587
CID4535,Myeloid,flagged,0.15789473684210525,0.21052631578947367,0.18421052631578946,0.6052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.0,0.13157894736842105,0.0
CID4535,Myeloid,other,0.1889400921658986,0.3456221198156682,0.45622119815668205,0.8709677419354839,0.027649769585253458,0.009216589861751152,0.018433179723502304,0.0,0.0,0.02304147465437788,0.013824884792626729,0.018433179723502304,0.013824884792626729,0.07373271889400922,0.009216589861751152,0.0,0.391705069124424,0.009216589861751152
CID4535,NK cells,other,0.08,0.2,0.28,0.8,0.0,0.24,0.08,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0
CID4535,NKT cells,other,0.13333333333333333,0.0,0.26666666666666666,0.6666666666666666,0.13333333333333333,0.2,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
CID4535,Normal Epithelial,flagged,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4535,Normal Epithelial,other,0.9473684210526315,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0
CID4535,PVL,flagged,0.15441176470588236,0.3161764705882353,0.5073529411764706,0.7352941176470589,0.0,0.007352941176470588,0.022058823529411766,0.0,0.0,0.7279411764705882,0.7647058823529411,0.11764705882352941,0.11029411764705882,0.9264705882352942,0.3382352941176471,0.8529411764705882,0.0,0.014705882352941176
CID4535,PVL,other,0.09868421052631579,0.2916666666666667,0.36622807017543857,0.756578947368421,0.006578947368421052,0.0043859649122807015,0.013157894736842105,0.0043859649122807015,0.0021929824561403508,0.37280701754385964,0.5855263157894737,0.10964912280701754,0.06359649122807018,0.8662280701754386,0.19298245614035087,0.7982456140350878,0.010964912280701754,0.006578947368421052
CID4535,Plasmablasts,flagged,0.08,0.24,0.28,0.72,0.04,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.08,0.08,0.0,0.04,0.24,0.0
CID4535,Plasmablasts,other,0.352112676056338,0.6338028169014085,0.704225352112676,1.0,0.07042253521126761,0.014084507042253521,0.07042253521126761,0.014084507042253521,0.0,0.028169014084507043,0.028169014084507043,0.04225352112676056,0.14084507042253522,0.15492957746478872,0.07042253521126761,0.0,0.5774647887323944,0.056338028169014086
CID4535,T cells CD4+,flagged,0.0,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID4535,T cells CD4+,other,0.06779661016949153,0.13135593220338984,0.2584745762711864,0.6016949152542372,0.3516949152542373,0.2754237288135593,0.3898305084745763,0.0423728813559322,0.05508474576271186,0.00847457627118644,0.01694915254237288,0.0,0.012711864406779662,0.03389830508474576,0.00423728813559322,0.012711864406779662,0.00847457627118644,0.0
CID4535,T cells CD8+,flagged,0.05,0.1,0.1,0.65,0.6,0.45,0.6,0.6,0.35,0.0,0.0,0.0,0.0,0.15,0.0,0.05,0.1,0.05
CID4535,T cells CD8+,other,0.1282051282051282,0.16666666666666666,0.3974358974358974,0.5897435897435898,0.8333333333333334,0.7051282051282052,0.7948717948717948,0.5128205128205128,0.38461538461538464,0.01282051282051282,0.0,0.0,0.01282051282051282,0.0641025641025641,0.0,0.0,0.11538461538461539,0.0
