variant,method,truth,scenario,depth_fraction,cell_type,n_spots,mae_pp,rmse_pp,bias_pp,present_mae_pp,absent_mean_prediction_pct,absent_ge1pct_fraction
donor_balanced,NNLS,rna,factorial,1.0,T cells CD4+,189,1.0806692316717068,3.712186529462624,0.216361428061847,5.789069275436084,0.2959358910443109,0.030864197530864196
donor_balanced,NNLS,rna,factorial,1.0,T cells CD8+,189,4.403420435179051,6.419962079699617,-4.403420435179051,6.605130652768577,0.0,0.0
donor_balanced,NNLS,rna,factorial,1.0,Epithelial total,189,11.769357285662892,14.59495682232376,-5.430163339556521,11.769357285662892,,
donor_balanced,NNLS,rna,pure,0.25,B-cells,55,5.469161376870932,18.181536713261956,-4.83662960438001,56.68185039688019,0.3478924748700074,0.02
donor_balanced,NNLS,rna,pure,0.25,CAFs,55,2.3982097125525885,7.221551879787028,1.969568528196613,2.3575265139578656,2.402278032412061,0.2
donor_balanced,NNLS,rna,pure,0.25,Cancer Epithelial,55,6.4505720495910355,18.756251515839608,-3.8337683131331888,56.563871994983245,1.4392420550518152,0.1
donor_balanced,NNLS,rna,pure,0.25,Cycling T-cells,55,8.280145281588004,14.350422789130246,5.885804437546323,13.168874642229236,7.791272345523879,0.46
donor_balanced,NNLS,rna,pure,0.25,Endothelial,55,3.484087016160878,11.945107765168594,-3.1250380319785616,36.350187764766915,0.1974769413002742,0.02
donor_balanced,NNLS,rna,pure,0.25,Myeloid,55,3.2755560674352004,6.021556080109507,3.099328509959475,0.9692515661164913,3.506186517567071,0.5
donor_balanced,NNLS,rna,pure,0.25,NK cells,55,7.955138151613527,16.19317695718118,0.6342648845986701,40.26480296858172,4.724171669916709,0.38
donor_balanced,NNLS,rna,pure,0.25,NKT cells,55,3.731303644282285,13.104625016907768,-1.5335022456425977,28.95643239458686,1.208790769251828,0.08
donor_balanced,NNLS,rna,pure,0.25,Normal Epithelial,55,4.546193304699857,14.561642091157411,4.546193304699857,,4.546193304699857,0.18181818181818182
donor_balanced,NNLS,rna,pure,0.25,PVL,55,5.2062054969457945,17.351956378100542,-3.573339042619585,48.28749496760959,0.8980765498794153,0.08
donor_balanced,NNLS,rna,pure,0.25,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
donor_balanced,NNLS,rna,pure,0.25,T cells CD4+,55,5.724753683931102,11.690048686421036,2.757888387568945,16.317759129991856,4.665453139325026,0.28
donor_balanced,NNLS,rna,pure,0.25,T cells CD8+,55,5.134738461459641,14.420322920999626,-1.9907708148159502,39.19030101951576,1.7291822056540305,0.14
donor_balanced,NNLS,rna,pure,0.25,Epithelial total,55,2.84527295703563,8.60895328259959,0.7124249915666686,11.730663810079289,1.9567338717312643,0.16
donor_balanced,NNLS,rna,pure,1.0,B-cells,55,5.3083390245928905,18.15694359532698,-4.514196206303519,54.02394376993025,0.43677855005915406,0.04
donor_balanced,NNLS,rna,pure,1.0,CAFs,55,1.929153151034646,6.529251319578512,1.6950689315323757,1.287463207262487,1.993322145411862,0.16
donor_balanced,NNLS,rna,pure,1.0,Cancer Epithelial,55,6.234220959810488,18.804782473804934,-4.263150842633686,57.73554491344296,1.0840885644472409,0.08
donor_balanced,NNLS,rna,pure,1.0,Cycling T-cells,55,7.649747695389472,12.918663947307236,5.490385696638043,11.87649099313285,7.227073365615134,0.48
donor_balanced,NNLS,rna,pure,1.0,Endothelial,55,2.822184318004549,9.692695905881822,-2.6239103550021117,29.953520701536625,0.10905067965134041,0.02
donor_balanced,NNLS,rna,pure,1.0,Myeloid,55,2.779092765666475,5.3973525921961505,2.7694447713982697,0.05306396847512884,3.0516956453856094,0.54
donor_balanced,NNLS,rna,pure,1.0,NK cells,55,8.032399813935358,16.401461936148984,0.39302645461785435,42.01655347624627,4.633984447704267,0.32
donor_balanced,NNLS,rna,pure,1.0,NKT cells,55,3.879726757648097,11.409941438513226,-1.01020124290263,26.894604003028995,1.5782390331100071,0.1
donor_balanced,NNLS,rna,pure,1.0,Normal Epithelial,55,4.820709528166426,15.585900197927698,4.820709528166426,,4.820709528166424,0.23636363636363636
donor_balanced,NNLS,rna,pure,1.0,PVL,55,4.975892938045105,17.182089380026518,-3.5448824126639864,46.8642644289,0.787055788959615,0.1
donor_balanced,NNLS,rna,pure,1.0,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
donor_balanced,NNLS,rna,pure,1.0,T cells CD4+,55,6.2036091597304726,14.092175161342313,4.404275740031145,9.896333808346304,5.83433669486889,0.22
donor_balanced,NNLS,rna,pure,1.0,T cells CD8+,55,6.081968937225489,18.08169133867772,-3.616570062878193,53.34196450057025,1.3559693808910123,0.12
donor_balanced,NNLS,rna,pure,1.0,Epithelial total,55,2.314770923199568,7.544585858917191,0.5575586855327398,9.664667307167557,1.5797812848027695,0.2
donor_balanced,NNLS,cells,factorial,0.25,B-cells,189,1.394472382297483,3.713500102781664,-1.3762253423191095,9.697442036158074,0.010644106654050864,0.006172839506172839
donor_balanced,NNLS,cells,factorial,0.25,CAFs,189,10.57894549145354,17.410025176510327,6.535792381341257,15.644233551036306,0.44836937228800783,0.09523809523809523
donor_balanced,NNLS,cells,factorial,0.25,Cancer Epithelial,189,23.492084855111887,27.302985481666056,-22.976565180626697,23.492084855111887,,
donor_balanced,NNLS,cells,factorial,0.25,Cycling T-cells,189,7.884207243265159,11.704589402609638,6.806514585040864,9.09965142257081,7.681633213380884,0.6358024691358025
donor_balanced,NNLS,cells,factorial,0.25,Endothelial,189,1.7008038412398006,4.074250846026117,-1.0419564913553534,9.936656140599544,0.3281617913465098,0.06172839506172839
donor_balanced,NNLS,cells,factorial,0.25,Myeloid,189,3.1208103330234196,4.786683052185412,2.807955843650862,6.389670009659119,2.5760003869174706,0.5987654320987654
donor_balanced,NNLS,cells,factorial,0.25,NK cells,189,1.4715610193342599,3.795537584021356,-1.3855818378085971,10.0,0.050154522556636716,0.018518518518518517
donor_balanced,NNLS,cells,factorial,0.25,NKT cells,189,3.0749962149492274,5.159813961017997,0.9601753519550982,8.082157446413989,2.2404693430384337,0.38271604938271603
donor_balanced,NNLS,cells,factorial,0.25,Normal Epithelial,189,31.90011229251069,36.764312815601876,31.90011229251069,,31.900112292510695,0.9153439153439153
donor_balanced,NNLS,cells,factorial,0.25,PVL,189,9.223203499060654,9.600032350380996,-8.264980733754546,9.223203499060654,,
donor_balanced,NNLS,cells,factorial,0.25,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
donor_balanced,NNLS,cells,factorial,0.25,T cells CD4+,189,1.7135027781258672,4.5058641866039135,-0.6644281155560628,10.615027373569852,0.22991534555186943,0.037037037037037035
donor_balanced,NNLS,cells,factorial,0.25,T cells CD8+,189,13.300812753078423,18.224368678082882,-13.300812753078423,19.951219129617634,0.0,0.0
donor_balanced,NNLS,cells,factorial,0.25,Epithelial total,189,16.75208708428722,19.65947118428566,8.923547111883998,16.75208708428722,,
donor_balanced,NNLS,cells,factorial,1.0,B-cells,189,1.381322466875274,3.7098073831223526,-1.381322466875274,9.669257268126918,0.0,0.0
donor_balanced,NNLS,cells,factorial,1.0,CAFs,189,10.962614855853602,17.795990274313866,6.827566735586934,16.211891053556002,0.4640624604487962,0.1111111111111111
donor_balanced,NNLS,cells,factorial,1.0,Cancer Epithelial,189,23.272980715228883,27.137560897738226,-22.874730653153488,23.272980715228883,,
donor_balanced,NNLS,cells,factorial,1.0,Cycling T-cells,189,7.709584909995866,11.681253908155504,6.729510957899788,8.533378630431237,7.572285956589971,0.6172839506172839
donor_balanced,NNLS,cells,factorial,1.0,Endothelial,189,1.5744292431373197,3.9002991876746096,-1.1337024285347297,9.904676043195447,0.18605477646096508,0.037037037037037035
donor_balanced,NNLS,cells,factorial,1.0,Myeloid,189,3.1320316955045233,4.7076028430892976,2.8387523135796893,6.204875223633136,2.6198911074830877,0.6604938271604939
donor_balanced,NNLS,cells,factorial,1.0,NK cells,189,1.437708050701574,3.7811506550647964,-1.4189007580248827,9.998130830542598,0.010970920728069815,0.006172839506172839
donor_balanced,NNLS,cells,factorial,1.0,NKT cells,189,3.0341502301549963,5.125534738502419,0.9005838281108991,8.114861139505038,2.187365078596655,0.36419753086419754
donor_balanced,NNLS,cells,factorial,1.0,Normal Epithelial,189,31.85041429320561,36.68964716386115,31.85041429320561,,31.850414293205613,0.9365079365079365
donor_balanced,NNLS,cells,factorial,1.0,PVL,189,9.355586606775162,9.677122276433845,-8.339638626388334,9.355586606775162,,
donor_balanced,NNLS,cells,factorial,1.0,Plasmablasts,189,0.0,0.0,0.0,,0.0,0.0
donor_balanced,NNLS,cells,factorial,1.0,T cells CD4+,189,1.7426315754175121,4.4463300052342944,-0.6912308584449218,10.42280568165672,0.2959358910443109,0.030864197530864196
donor_balanced,NNLS,cells,factorial,1.0,T cells CD8+,189,13.30730233696131,18.224895705733616,-13.30730233696131,19.960953505441964,0.0,0.0
donor_balanced,NNLS,cells,factorial,1.0,Epithelial total,189,16.87039847401122,19.879631000853813,8.975683640052125,16.87039847401122,,
donor_balanced,NNLS,cells,pure,0.25,B-cells,55,5.469161376870932,18.181536713261956,-4.83662960438001,56.68185039688019,0.3478924748700074,0.02
donor_balanced,NNLS,cells,pure,0.25,CAFs,55,2.3982097125525885,7.221551879787028,1.969568528196613,2.3575265139578656,2.402278032412061,0.2
donor_balanced,NNLS,cells,pure,0.25,Cancer Epithelial,55,6.4505720495910355,18.756251515839608,-3.8337683131331888,56.563871994983245,1.4392420550518152,0.1
donor_balanced,NNLS,cells,pure,0.25,Cycling T-cells,55,8.280145281588004,14.350422789130246,5.885804437546323,13.168874642229236,7.791272345523879,0.46
donor_balanced,NNLS,cells,pure,0.25,Endothelial,55,3.484087016160878,11.945107765168594,-3.1250380319785616,36.350187764766915,0.1974769413002742,0.02
donor_balanced,NNLS,cells,pure,0.25,Myeloid,55,3.2755560674352004,6.021556080109507,3.099328509959475,0.9692515661164913,3.506186517567071,0.5
donor_balanced,NNLS,cells,pure,0.25,NK cells,55,7.955138151613527,16.19317695718118,0.6342648845986701,40.26480296858172,4.724171669916709,0.38
donor_balanced,NNLS,cells,pure,0.25,NKT cells,55,3.731303644282285,13.104625016907768,-1.5335022456425977,28.95643239458686,1.208790769251828,0.08
donor_balanced,NNLS,cells,pure,0.25,Normal Epithelial,55,4.546193304699857,14.561642091157411,4.546193304699857,,4.546193304699857,0.18181818181818182
donor_balanced,NNLS,cells,pure,0.25,PVL,55,5.2062054969457945,17.351956378100542,-3.573339042619585,48.28749496760959,0.8980765498794153,0.08
donor_balanced,NNLS,cells,pure,0.25,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
donor_balanced,NNLS,cells,pure,0.25,T cells CD4+,55,5.724753683931102,11.690048686421036,2.757888387568945,16.317759129991856,4.665453139325026,0.28
donor_balanced,NNLS,cells,pure,0.25,T cells CD8+,55,5.134738461459641,14.420322920999626,-1.9907708148159502,39.19030101951576,1.7291822056540305,0.14
donor_balanced,NNLS,cells,pure,0.25,Epithelial total,55,2.84527295703563,8.60895328259959,0.7124249915666686,11.730663810079289,1.9567338717312643,0.16
donor_balanced,NNLS,cells,pure,1.0,B-cells,55,5.3083390245928905,18.15694359532698,-4.514196206303519,54.02394376993025,0.43677855005915406,0.04
donor_balanced,NNLS,cells,pure,1.0,CAFs,55,1.929153151034646,6.529251319578512,1.6950689315323757,1.287463207262487,1.993322145411862,0.16
donor_balanced,NNLS,cells,pure,1.0,Cancer Epithelial,55,6.234220959810488,18.804782473804934,-4.263150842633686,57.73554491344296,1.0840885644472409,0.08
donor_balanced,NNLS,cells,pure,1.0,Cycling T-cells,55,7.649747695389472,12.918663947307236,5.490385696638043,11.87649099313285,7.227073365615134,0.48
donor_balanced,NNLS,cells,pure,1.0,Endothelial,55,2.822184318004549,9.692695905881822,-2.6239103550021117,29.953520701536625,0.10905067965134041,0.02
donor_balanced,NNLS,cells,pure,1.0,Myeloid,55,2.779092765666475,5.3973525921961505,2.7694447713982697,0.05306396847512884,3.0516956453856094,0.54
donor_balanced,NNLS,cells,pure,1.0,NK cells,55,8.032399813935358,16.401461936148984,0.39302645461785435,42.01655347624627,4.633984447704267,0.32
donor_balanced,NNLS,cells,pure,1.0,NKT cells,55,3.879726757648097,11.409941438513226,-1.01020124290263,26.894604003028995,1.5782390331100071,0.1
donor_balanced,NNLS,cells,pure,1.0,Normal Epithelial,55,4.820709528166426,15.585900197927698,4.820709528166426,,4.820709528166424,0.23636363636363636
donor_balanced,NNLS,cells,pure,1.0,PVL,55,4.975892938045105,17.182089380026518,-3.5448824126639864,46.8642644289,0.787055788959615,0.1
donor_balanced,NNLS,cells,pure,1.0,Plasmablasts,55,0.0,0.0,0.0,,0.0,0.0
donor_balanced,NNLS,cells,pure,1.0,T cells CD4+,55,6.2036091597304726,14.092175161342313,4.404275740031145,9.896333808346304,5.83433669486889,0.22
donor_balanced,NNLS,cells,pure,1.0,T cells CD8+,55,6.081968937225489,18.08169133867772,-3.616570062878193,53.34196450057025,1.3559693808910123,0.12
donor_balanced,NNLS,cells,pure,1.0,Epithelial total,55,2.314770923199568,7.544585858917191,0.5575586855327398,9.664667307167557,1.5797812848027695,0.2
epithelial_split,RCTD,rna,factorial,0.25,B-cells,189,0.3314803557889703,0.8180316223192526,0.03125443436356821,1.289539315442,0.17180386251346538,0.06172839506172839
epithelial_split,RCTD,rna,factorial,0.25,CAFs,189,3.359538611675675,5.149057092777149,-3.083537377029635,5.013371910375502,0.051872014276016794,0.0
epithelial_split,RCTD,rna,factorial,0.25,Cancer Epithelial,189,17.871986179146493,19.7121476321501,-17.65331081316084,17.871986179146493,,
epithelial_split,RCTD,rna,factorial,0.25,Cycling T-cells,189,1.351725963783697,2.9398888223662043,-0.3746189074691403,6.055302336354425,0.567796568355242,0.16666666666666666
epithelial_split,RCTD,rna,factorial,0.25,Endothelial,189,0.358982916375509,1.2384812562410066,-0.17098347460464075,2.1382669075463046,0.06243558451370971,0.018518518518518517
epithelial_split,RCTD,rna,factorial,0.25,Myeloid,189,0.49147927058238594,1.091155181363867,0.1557653859170024,1.8806107389053122,0.2599573591952316,0.05555555555555555
epithelial_split,RCTD,rna,factorial,0.25,NK cells,189,0.5844282623798583,1.2097530941761019,0.2810744387993274,1.5011451583341133,0.4316421130541492,0.1728395061728395
epithelial_split,RCTD,rna,factorial,0.25,NKT cells,189,0.4164948327883913,0.879996917767301,0.21472183690250385,0.952767417226206,0.32711606871542226,0.13580246913580246
epithelial_split,RCTD,rna,factorial,0.25,Normal Epithelial,189,22.01968152174348,23.227671825434303,22.01968152174348,,22.019681521743482,0.9947089947089947
epithelial_split,RCTD,rna,factorial,0.25,PVL,189,3.236267183557587,4.841456450534126,-2.9966044256802653,3.236267183557587,,
epithelial_split,RCTD,rna,factorial,0.25,Plasmablasts,189,0.05686510275637308,0.11155221259385444,0.05686510275637308,,0.05686510275637309,0.0
epithelial_split,RCTD,rna,factorial,0.25,T cells CD4+,189,2.732702483750666,4.922952597116748,2.504594602607484,3.343692059584213,2.6308708877784084,0.4567901234567901
epithelial_split,RCTD,rna,factorial,0.25,T cells CD8+,189,1.8614690493880843,2.9710651372967294,-0.9849023251452141,2.727900689251987,0.1286057696602793,0.047619047619047616
epithelial_split,RCTD,rna,factorial,0.25,Epithelial total,189,5.019467419677142,6.335448071108486,4.36637070858264,5.019467419677142,,
epithelial_split,RCTD,rna,factorial,1.0,B-cells,189,0.2397225816160139,0.6679656945687906,-0.006478527978092564,1.0789329073283165,0.09985419399729684,0.030864197530864196
epithelial_split,RCTD,rna,factorial,1.0,CAFs,189,3.489467520942768,5.303545840266475,-3.1148556375319267,5.215021086591457,0.038360389645386996,0.0
epithelial_split,RCTD,rna,factorial,1.0,Cancer Epithelial,189,16.71738963445012,18.379690066953145,-16.596043547976215,16.71738963445012,,
epithelial_split,RCTD,rna,factorial,1.0,Cycling T-cells,189,1.2312722521194328,2.78189763939913,-0.46767713175572084,6.018821524220081,0.4333473734359914,0.16049382716049382
epithelial_split,RCTD,rna,factorial,1.0,Endothelial,189,0.2634363810465208,0.9222318521441735,-0.1434886491421607,1.5684319066893593,0.04593712677271431,0.018518518518518517
epithelial_split,RCTD,rna,factorial,1.0,Myeloid,189,0.3624280150711619,1.020180561756318,0.038536216791264545,1.8500067017409967,0.1144982339595228,0.024691358024691357
epithelial_split,RCTD,rna,factorial,1.0,NK cells,189,0.5251850847018276,1.1255011429321733,0.2574246577474662,1.2985491563469904,0.39629107276096703,0.13580246913580246
epithelial_split,RCTD,rna,factorial,1.0,NKT cells,189,0.31928813138473616,0.640112309040367,0.09650701217540084,1.0230526809632956,0.2019940397883096,0.06172839506172839
epithelial_split,RCTD,rna,factorial,1.0,Normal Epithelial,189,21.583794462141956,22.52782092524339,21.583794462141956,,21.583794462141956,0.9894179894179894
epithelial_split,RCTD,rna,factorial,1.0,PVL,189,3.374140975040805,4.964774079038823,-3.2737561911889923,3.374140975040805,,
epithelial_split,RCTD,rna,factorial,1.0,Plasmablasts,189,0.021972301809614674,0.04140540741082228,0.021972301809614674,,0.02197230180961467,0.0
epithelial_split,RCTD,rna,factorial,1.0,T cells CD4+,189,2.638098801101496,4.859175336556719,2.523754548852906,2.745891729202174,2.620133313084716,0.4567901234567901
epithelial_split,RCTD,rna,factorial,1.0,T cells CD8+,189,1.647445801571962,2.6518323664662296,-0.9196895139454935,2.3965797846003185,0.14917783551524696,0.06349206349206349
epithelial_split,RCTD,rna,factorial,1.0,Epithelial total,189,5.369483681687677,6.778933433457751,4.987750914165741,5.369483681687677,,
epithelial_split,RCTD,rna,pure,0.25,B-cells,55,0.8095953321252162,2.0385714849999284,0.27255836635873953,2.9537033117156204,0.5951845341661757,0.16
epithelial_split,RCTD,rna,pure,0.25,CAFs,55,0.7949114443667838,2.632197632692877,0.005859760797045971,4.339784259633559,0.4404241628401063,0.06
epithelial_split,RCTD,rna,pure,0.25,Cancer Epithelial,55,4.362637173539296,10.550380126660917,-0.7851723641055672,28.312952457046748,1.9676056451885513,0.22
epithelial_split,RCTD,rna,pure,0.25,Cycling T-cells,55,6.950022376437922,22.490958640939994,-6.600879652740336,74.52996116048043,0.19202849803367242,0.06
epithelial_split,RCTD,rna,pure,0.25,Endothelial,55,0.7086760807268981,2.645017359245295,-0.25707235665972333,5.311616405626418,0.2483820482369461,0.02
epithelial_split,RCTD,rna,pure,0.25,Myeloid,55,0.2089790839099207,0.8231547221160722,-0.105338320687494,1.728745725285781,0.057002419772334736,0.0
epithelial_split,RCTD,rna,pure,0.25,NK cells,55,4.716773353171758,11.744349158780533,1.4799129306234202,17.802732324015857,3.408177456087348,0.22
epithelial_split,RCTD,rna,pure,0.25,NKT cells,55,4.291176893492617,15.248790395880285,-4.045320610248433,45.85073627057578,0.13522095578430102,0.04
epithelial_split,RCTD,rna,pure,0.25,Normal Epithelial,55,2.6732921009406683,8.054349540869318,2.6732921009406683,,2.6732921009406683,0.14545454545454545
epithelial_split,RCTD,rna,pure,0.25,PVL,55,2.712452414737561,10.560573251921204,-2.130929718756545,26.63860173421758,0.3198374827895587,0.06
epithelial_split,RCTD,rna,pure,0.25,Plasmablasts,55,0.11724918365492933,0.564144479512558,0.11724918365492933,,0.11724918365492933,0.01818181818181818
epithelial_split,RCTD,rna,pure,0.25,T cells CD4+,55,6.6976939882411735,16.869068612486423,-1.094153572820595,42.855161585839724,3.081947228481318,0.22
epithelial_split,RCTD,rna,pure,0.25,T cells CD8+,55,12.521321673161186,24.175797276922857,10.469994253643877,11.2823008073452,12.645223759742786,0.4
epithelial_split,RCTD,rna,pure,0.25,Epithelial total,55,2.331379804277324,7.579686528617435,1.8881197368351013,2.4379303709322286,2.320724747611834,0.22
epithelial_split,RCTD,rna,pure,1.0,B-cells,55,0.29376361859948263,0.7928054220041492,0.06240681690611213,1.2724624093135373,0.1958937395280771,0.08
epithelial_split,RCTD,rna,pure,1.0,CAFs,55,0.6809806172419534,2.60571510788306,0.19775517330755019,2.657739941639219,0.483304684802227,0.06
epithelial_split,RCTD,rna,pure,1.0,Cancer Epithelial,55,3.406900895158036,8.738888730874873,-1.0378487461572334,24.446123027233977,1.302978681950441,0.12
epithelial_split,RCTD,rna,pure,1.0,Cycling T-cells,55,7.257954308568777,23.639165180455876,-6.992175002157382,78.37571120899386,0.14617861852626682,0.06
epithelial_split,RCTD,rna,pure,1.0,Endothelial,55,0.36435780635088993,1.5422394181658898,-0.01638923351090274,2.09410871923986,0.19138271506199295,0.02
epithelial_split,RCTD,rna,pure,1.0,Myeloid,55,0.060936299481333,0.28184582226289817,-0.021298832771645272,0.45229322739138045,0.021800606690328257,0.0
epithelial_split,RCTD,rna,pure,1.0,NK cells,55,3.409108479761649,8.68208806610589,0.0038575185230086345,18.728880286812522,1.8771312990565614,0.18
epithelial_split,RCTD,rna,pure,1.0,NKT cells,55,3.501509654667362,11.943517102186103,-3.253389715938918,37.15194653833454,0.1364659663006443,0.02
epithelial_split,RCTD,rna,pure,1.0,Normal Epithelial,55,2.3601469653409883,7.0357716950814115,2.3601469653409883,,2.360146965340988,0.14545454545454545
epithelial_split,RCTD,rna,pure,1.0,PVL,55,2.188715763820436,8.96198070987993,-1.7871646631379923,21.867342348271357,0.22085310537534406,0.06
epithelial_split,RCTD,rna,pure,1.0,Plasmablasts,55,0.08762957140919246,0.2783460670354462,0.08762957140919246,,0.08762957140919245,0.01818181818181818
epithelial_split,RCTD,rna,pure,1.0,T cells CD4+,55,7.106960433087341,19.042558709267585,-2.9370263944173076,55.24192755127556,2.293463721268519,0.2
epithelial_split,RCTD,rna,pure,1.0,T cells CD8+,55,14.221626334452697,26.710878900899626,13.333496542604529,4.884713855164922,15.155317582381475,0.4
epithelial_split,RCTD,rna,pure,1.0,Epithelial total,55,1.668047988553474,5.834956182926021,1.3222982191837547,1.9016237315334572,1.6446904142554755,0.12
epithelial_split,RCTD,cells,factorial,0.25,B-cells,189,1.255731106974666,3.045965321129538,-0.9612101998087255,7.75929457374187,0.17180386251346538,0.06172839506172839
epithelial_split,RCTD,cells,factorial,0.25,CAFs,189,4.894294989374097,8.060411627355776,0.24649213495841246,7.315506476923136,0.051872014276016794,0.0
epithelial_split,RCTD,cells,factorial,0.25,Cancer Epithelial,189,8.9880950344989,11.137618145840065,-3.2878785883934314,8.9880950344989,,
epithelial_split,RCTD,cells,factorial,0.25,Cycling T-cells,189,1.6333032995599113,3.3610220605140775,-0.659937753808068,8.026343686787927,0.567796568355242,0.16666666666666666
epithelial_split,RCTD,cells,factorial,0.25,Endothelial,189,0.989704297121188,2.87325866294093,-0.6181397095254464,6.5533165727660565,0.06243558451370971,0.018518518518518517
epithelial_split,RCTD,cells,factorial,0.25,Myeloid,189,0.8539251827349659,1.9771864091264484,0.029630470227618635,4.417732123973369,0.2599573591952316,0.05555555555555555
epithelial_split,RCTD,cells,factorial,0.25,NK cells,189,1.5010624276266469,3.2240783498272183,-0.7611045195338201,7.917584315061634,0.4316421130541492,0.1728395061728395
epithelial_split,RCTD,cells,factorial,0.25,NKT cells,189,1.3475015747229988,2.966925758048423,-0.7867311712108465,7.469814610768458,0.32711606871542226,0.13580246913580246
epithelial_split,RCTD,cells,factorial,0.25,Normal Epithelial,189,22.01968152174348,23.227671825434303,22.01968152174348,,22.019681521743482,0.9947089947089947
epithelial_split,RCTD,cells,factorial,0.25,PVL,189,7.921247900329718,8.641947824820415,-6.968199324764779,7.921247900329718,,
epithelial_split,RCTD,cells,factorial,0.25,Plasmablasts,189,0.05686510275637308,0.11155221259385444,0.05686510275637308,,0.05686510275637309,0.0
epithelial_split,RCTD,cells,factorial,0.25,T cells CD4+,189,3.0596520431280427,5.201518112673478,1.5960773198214167,5.632338975225851,2.6308708877784084,0.4567901234567901
epithelial_split,RCTD,cells,factorial,0.25,T cells CD8+,189,10.030347728048476,13.850354338504223,-9.905545282462196,14.981218707242572,0.1286057696602793,0.047619047619047616
epithelial_split,RCTD,cells,factorial,0.25,Epithelial total,189,19.02612533325334,21.55290531507656,18.731802933350046,19.02612533325334,,
epithelial_split,RCTD,cells,factorial,1.0,B-cells,189,1.1655872281567987,2.932768517842519,-0.9944086098757186,7.559985433113809,0.09985419399729684,0.030864197530864196
epithelial_split,RCTD,cells,factorial,1.0,CAFs,189,4.877038675103886,8.026076843155014,0.1779966444321537,7.296377817833137,0.038360389645386996,0.0
epithelial_split,RCTD,cells,factorial,1.0,Cancer Epithelial,189,8.328168044231521,10.655284264601768,-2.1901965683675693,8.328168044231521,,
epithelial_split,RCTD,cells,factorial,1.0,Cycling T-cells,189,1.4988793740272703,3.18950545494647,-0.7559981624227133,7.8920713775749425,0.4333473734359914,0.16049382716049382
epithelial_split,RCTD,cells,factorial,1.0,Endothelial,189,0.9826109758443483,2.947635729769004,-0.5927391384029851,6.602654070274151,0.04593712677271431,0.018518518518518517
epithelial_split,RCTD,cells,factorial,1.0,Myeloid,189,0.6889564463886715,1.8432450767743593,-0.08948939502732675,4.135705720963564,0.1144982339595228,0.024691358024691357
epithelial_split,RCTD,cells,factorial,1.0,NK cells,189,1.4717529684256032,3.18813068887879,-0.792396843692517,7.924524342413419,0.39629107276096703,0.13580246913580246
epithelial_split,RCTD,cells,factorial,1.0,NKT cells,189,1.2466410435154638,2.925530393787065,-0.9003655467355044,7.5145230658783895,0.2019940397883096,0.06172839506172839
epithelial_split,RCTD,cells,factorial,1.0,Normal Epithelial,189,21.583794462141956,22.52782092524339,21.583794462141956,,21.583794462141956,0.9894179894179894
epithelial_split,RCTD,cells,factorial,1.0,PVL,189,8.135035319176815,8.879488335800263,-7.2607599904777835,8.135035319176815,,
epithelial_split,RCTD,cells,factorial,1.0,Plasmablasts,189,0.021972301809614674,0.04140540741082228,0.021972301809614674,,0.02197230180961467,0.0
epithelial_split,RCTD,cells,factorial,1.0,T cells CD4+,189,3.0241389031967976,5.131989672993442,1.6161622623461371,5.44817244386929,2.620133313084716,0.4567901234567901
epithelial_split,RCTD,cells,factorial,1.0,T cells CD8+,189,9.93286004472244,13.603251967718613,-9.823571415727752,14.824701149326037,0.14917783551524696,0.06349206349206349
epithelial_split,RCTD,cells,factorial,1.0,Epithelial total,189,19.658206050601862,22.093905451623886,19.393597893774384,19.658206050601862,,
epithelial_split,RCTD,cells,pure,0.25,B-cells,55,0.8095953321252162,2.0385714849999284,0.27255836635873953,2.9537033117156204,0.5951845341661757,0.16
epithelial_split,RCTD,cells,pure,0.25,CAFs,55,0.7949114443667838,2.632197632692877,0.005859760797045971,4.339784259633559,0.4404241628401063,0.06
epithelial_split,RCTD,cells,pure,0.25,Cancer Epithelial,55,4.362637173539296,10.550380126660917,-0.7851723641055672,28.312952457046748,1.9676056451885513,0.22
epithelial_split,RCTD,cells,pure,0.25,Cycling T-cells,55,6.950022376437922,22.490958640939994,-6.600879652740336,74.52996116048043,0.19202849803367242,0.06
epithelial_split,RCTD,cells,pure,0.25,Endothelial,55,0.7086760807268981,2.645017359245295,-0.25707235665972333,5.311616405626418,0.2483820482369461,0.02
epithelial_split,RCTD,cells,pure,0.25,Myeloid,55,0.2089790839099207,0.8231547221160722,-0.105338320687494,1.728745725285781,0.057002419772334736,0.0
epithelial_split,RCTD,cells,pure,0.25,NK cells,55,4.716773353171758,11.744349158780533,1.4799129306234202,17.802732324015857,3.408177456087348,0.22
epithelial_split,RCTD,cells,pure,0.25,NKT cells,55,4.291176893492617,15.248790395880285,-4.045320610248433,45.85073627057578,0.13522095578430102,0.04
epithelial_split,RCTD,cells,pure,0.25,Normal Epithelial,55,2.6732921009406683,8.054349540869318,2.6732921009406683,,2.6732921009406683,0.14545454545454545
epithelial_split,RCTD,cells,pure,0.25,PVL,55,2.712452414737561,10.560573251921204,-2.130929718756545,26.63860173421758,0.3198374827895587,0.06
