"","B-cells","CAFs","Cancer LumA","Cancer LumB","Cancer Other","Cycling T-cells","Endothelial","Myeloid","NK cells","NKT cells","Normal Epithelial","Plasmablasts","PVL","T cells CD4+","T cells CD8+"
"mix_0176_depth100",3.90535538040147e-05,0.43869662866195,0.213059232704793,5.89575892785846e-05,0.0158889437626274,3.90535538044773e-05,0.0763260748259227,0.00171560410462992,0.0184401398719604,3.90535538067181e-05,0.156493144471749,3.90535540993581e-05,0.0163201468514968,0.0186473552120309,0.0441975577280465
"mix_0176_depth25",4.0669699715225e-05,0.486443090938971,0.201419860576254,0.0202766673981452,0.00802097981880625,4.06696997152253e-05,0.0652137635332285,0.00479726381377353,0.0357018814350667,4.06696997153564e-05,0.12034218090091,4.06697025743576e-05,0.0202288004851412,6.05324755786847e-05,0.0373322998224046
"mix_0177_depth100",0.0213275277284833,0.488171548021176,0.122133604942196,0.0615099350182566,6.23635913079476e-05,0.0184684107812419,6.23635913079435e-05,0.000531293743757004,6.23635913090359e-05,6.23635913190498e-05,0.166388331365416,6.23635911666237e-05,0.000130717116192432,0.0382383663722577,0.0827884469546124
"mix_0177_depth25",0.0145922388163793,0.481998604070408,0.0760984324971447,0.055009898593678,6.27755948470918e-05,0.0292947264738678,6.06770810553993e-05,6.06770810553974e-05,6.06770810564128e-05,6.06770810556686e-05,0.199772567876969,0.000794353739687222,0.000236278442113206,0.0646099161432954,0.0772874994273876
"mix_0178_depth100",0.0151103503719081,0.461725034791867,0.236691966732269,0.0400595179930345,5.89374370054838e-05,5.8937437005481e-05,5.89374370054804e-05,5.89374369984056e-05,5.89374370059117e-05,5.89374370119708e-05,0.0778515625578826,0.000220072105822397,9.13383477384707e-05,0.115874204351434,0.0520223281260117
"mix_0178_depth25",0.0108952377783582,0.429173532812137,0.263070017560715,0.018792373092065,5.89461902264512e-05,5.89461902264479e-05,6.25757406767502e-05,5.89461902264482e-05,0.00895052291088411,5.89461902250549e-05,0.0935917522898169,0.00101235938514751,0.000160094604900552,0.173996802874169,5.89461902263058e-05
"mix_0179_depth100",0.0281995511341079,0.458006852835907,0.250610557223902,0.0644870805553605,0.00393713432910125,8.36922814011596e-05,8.36922814011555e-05,0.00244133301348562,8.36922813992942e-05,8.36922814011543e-05,0.0995184582741224,8.36922813290985e-05,0.00365705010707323,8.36922814011509e-05,0.0886398288386066
"mix_0179_depth25",0.000970709901018601,0.470420162237309,0.229800379939012,0.0683592684446302,0.0118941309657981,5.87349731828751e-05,5.87349731828764e-05,0.00750176292703399,5.87349731833193e-05,5.87349731828762e-05,0.0996919561361522,5.87349691226448e-05,0.00304738956358013,5.87349731828801e-05,0.107961830050428
"mix_0180_depth100",8.46449068334528e-05,0.394298399614217,0.301162754596105,0.0944558953854921,0.00378006452523067,8.46449068658727e-05,8.4644906865874e-05,0.000416087967530579,0.0339396476998522,8.46449068703425e-05,0.082154558563207,8.46449070751055e-05,8.46449068658669e-05,0.0505066465127375,0.0387780756942508
"mix_0180_depth25",8.66373102650872e-05,0.418499542236963,0.295999370948915,0.123831838246938,8.66373102398234e-05,8.66373102398273e-05,8.66373102398192e-05,8.66373102398231e-05,0.0379578987861107,0.00305422494712971,0.0659193836732953,8.66373102412364e-05,0.000157464056293976,8.66373102398221e-05,0.0539738159326491
"mix_0181_depth100",2.65410964057399e-05,0.608242328803898,0.165694819073096,0.00507939156170356,2.65410964049915e-05,2.65410964049885e-05,2.69778525492744e-05,2.65410963859163e-05,0.00975449811216502,0.000823146198001026,0.0711600777684329,2.6541096408007e-05,0.00277650087900642,0.122766184118806,0.0135433701503323
"mix_0181_depth25",2.69866319544042e-05,0.578727172868782,0.183127402223988,3.564772100206e-05,2.69866319544025e-05,2.69866319544037e-05,3.5671247590048e-05,2.69866319555547e-05,0.0266940857405804,2.69866319542191e-05,0.0751754845647322,2.69866319709072e-05,0.0271146858366474,0.0904039746419881,0.0185239553629458
"mix_0182_depth100",7.94356605923501e-05,0.243257953446401,0.394890353498945,0.0964155274800025,0.0418220207383509,7.94356606065512e-05,7.94356606065536e-05,7.94356605173485e-05,0.0537807280363644,7.94356606063509e-05,0.135835771634496,7.94356723516473e-05,8.54961048796674e-05,7.94356606065542e-05,0.0333560994246725
"mix_0182_depth25",5.56333885699766e-05,0.252312810392257,0.356327943190099,0.0594295934231546,0.106170815508275,5.5633388569236e-05,5.56333885692313e-05,5.56333885671178e-05,0.0400740673786746,5.56333885692326e-05,0.13212374622529,5.56333846443245e-05,0.00491105717773402,5.56333885692321e-05,0.0482605329884573
"mix_0183_depth100",5.92397184495669e-05,0.42322619011628,0.149669598612165,5.92397184495493e-05,0.00740606919787186,5.92397184495554e-05,5.92397184495551e-05,0.00238049540776894,0.041387713756169,5.92397184495552e-05,0.110649452619504,5.92397176049609e-05,0.0535235945356074,0.0964163580258053,0.114985089418976
"mix_0183_depth25",4.10386463428195e-05,0.425391807011079,0.122645752402624,4.10386463428201e-05,0.0276974804913194,4.10386463428199e-05,0.00598856314492161,0.00212334653396559,0.033690559436628,4.10386463428207e-05,0.0875108887520648,4.10386470728486e-05,0.0613788502166753,0.10049153192649,0.132876026851789
"mix_0184_depth100",5.71823758333539e-05,0.111649679027337,0.120252520206677,0.0247041939141579,0.0283449064268228,5.71823758676625e-05,5.71823758676723e-05,5.71823759060503e-05,0.00141471247829608,0.0397956628380204,0.0266797407262388,5.71823756511117e-05,0.556778267222985,5.71823758676655e-05,0.0900372229044721
"mix_0184_depth25",5.85473576979681e-05,0.124648988793508,0.142838012742192,0.0347752102099076,5.85473576953844e-05,5.85473576953817e-05,6.72546620492294e-05,5.85473576897084e-05,0.0244515123215975,0.0268236836896362,0.0300775512476401,5.85473636616244e-05,0.525270249881795,5.85473576953811e-05,0.0906962522995386
"mix_0185_depth100",6.13384863928109e-05,0.698311625412015,0.0415771721038138,6.13384863928255e-05,0.0925329536314441,0.0176970297356676,6.1338486392824e-05,6.13384863729375e-05,0.0413534594658404,0.0189737177426104,0.0201762437323175,6.13384865277289e-05,0.000158514044272593,0.0294987419949492,0.0394138497049907
"mix_0185_depth25",3.0847682494517e-05,0.71060751487161,0.0793595601268036,3.56318063962322e-05,0.0326298814547493,0.0145178013067374,3.08476824940251e-05,3.08476824933435e-05,0.0447114603417581,0.0140239484004582,0.0278830573849549,9.9166015887427e-05,5.05640707364339e-05,0.0317174178800166,0.0442714532924099
"mix_0186_depth100",8.18863086108007e-05,0.259106555185236,0.336848176713521,0.140896599991895,0.0397914358853649,8.18863086276739e-05,8.1886308627677e-05,8.18863086276729e-05,8.18863085924034e-05,0.000171266966866601,0.161762864292115,8.18863036436944e-05,0.000102322129383209,0.0269790221279925,0.0338504388608964
"mix_0186_depth25",8.14963831677211e-05,0.256520539441177,0.303060146568305,0.140009936312512,0.0567199703098002,8.14963831660891e-05,8.14963831660903e-05,0.00465837770965905,8.14963831634818e-05,0.0107731209745837,0.168560639069797,8.14963883594757e-05,0.00015875602457344,0.0590495352854035,8.14963831660377e-05
"mix_0187_depth100",6.11709770808765e-05,0.417474514801075,0.11245906191597,0.0124178462786328,0.0714537302839258,0.0439763491298241,0.0446960861515084,0.00255686665570419,0.00127332869964479,6.11709770799283e-05,0.109344643980764,6.1170976206012e-05,0.000255254493565417,0.109899248060425,0.0740095566185947
"mix_0187_depth25",6.18188539472579e-05,0.397771573533693,0.12809895060171,0.0181509475285289,0.017078604625861,0.0504387700785895,0.0438025202662569,6.18188539480121e-05,6.18188539472578e-05,6.18188539482066e-05,0.121042071248564,6.18188544316518e-05,0.0146074631098579,0.171172823219974,0.0375271815167422
